pranksLoop.thisRepN,pranksLoop.thisTrialN,pranksLoop.thisN,pranksLoop.thisIndex,promptLoop.thisRepN,promptLoop.thisTrialN,promptLoop.thisN,promptLoop.thisIndex,randomInt.routineEndVal,infoLetterContinue.numClicks,infoLetterContinue.timesOn,infoLetterContinue.timesOff,infoletter.index,infoletter.itemText,infoletter.type,infoletter.granularity,infoletter.font,infoletter.markerColor,consentBtn.started,consentBtn.stopped,consentBtn.numClicks,consentBtn.timesOn,consentBtn.timesOff,consentform.index,consentform.itemText,consentform.type,consentform.granularity,consentform.font,consentform.markerColor,consentform.response,consentform.rt,instructionsBtn.started,instructionsBtn.stopped,instructionsBtn.numClicks,instructionsBtn.timesOn,instructionsBtn.timesOff,instructionsform.index,instructionsform.itemText,instructionsform.type,instructionsform.granularity,instructionsform.font,instructionsform.markerColor,slider.response,slider.rt,slider.started,slider.stopped,prankVar.routineEndVal,promptVar.routineEndVal,respectform.index,respectform.itemText,respectform.type,respectform.granularity,respectform.font,respectform.markerColor,respectform.response,respectform.rt,contBtnRespect.numClicks,contBtnRespect.timesOn,contBtnRespect.timesOff,contBtnAnger.numClicks,contBtnAnger.timesOn,contBtnAnger.timesOff,angerform.index,angerform.itemText,angerform.type,angerform.granularity,angerform.font,angerform.markerColor,angerform.response,angerform.rt,demoForm.index,demoForm.itemText,demoForm.type,demoForm.granularity,demoForm.font,demoForm.markerColor,demoForm.response,demoForm.rt,contBtnDemo.numClicks,contBtnDemo.timesOn,contBtnDemo.timesOff,feedbackBtn.numClicks,feedbackBtn.timesOn,feedbackBtn.timesOff,feedbackform.index,feedbackform.itemText,feedbackform.type,feedbackform.granularity,feedbackform.font,feedbackform.markerColor,debriefBtn.numClicks,debriefBtn.timesOn,debriefBtn.timesOff,debriefform.index,debriefform.itemText,debriefform.type,debriefform.granularity,debriefform.font,debriefform.markerColor,debriefform.response,debriefform.rt,primer.endExpVal,participant,session,date,expName,psychopyVersion,frameRate,
3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022-09-15_18h35.14.187,study,2022.1.4,143.6554567245871,
4,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.8689339000266045,41.677526799961925,None,""Today, my sister called me at work and told me our elderly mom had passed away. I dropped everything and rushed home, to find out she was fine, and that my sister was just pranking me. When I explained this to my boss, he accused me of lying to get out of work, and I was fired." (6 July 2021)",I think that what happened was funny.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022-09-15_18h35.14.187,study,2022.1.4,143.6554567245871,
4,0,4,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.32201830006670207,42.557862099958584,None,""Today, my sister called me at work and told me our elderly mom had passed away. I dropped everything and rushed home, to find out she was fine, and that my sister was just pranking me. When I explained this to my boss, he accused me of lying to get out of work, and I was fired." (6 July 2021)",I definitely wouldn’t have fallen for that prank.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022-09-15_18h35.14.187,study,2022.1.4,143.6554567245871,
4,0,4,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.30734970001503825,42.89979199995287,None,""Today, my sister called me at work and told me our elderly mom had passed away. I dropped everything and rushed home, to find out she was fine, and that my sister was just pranking me. When I explained this to my boss, he accused me of lying to get out of work, and I was fired." (6 July 2021)",I feel bad for the target of the prank.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022-09-15_18h35.14.187,study,2022.1.4,143.6554567245871,
4,0,4,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.32700709998607635,43.22737789992243,None,""Today, my sister called me at work and told me our elderly mom had passed away. I dropped everything and rushed home, to find out she was fine, and that my sister was just pranking me. When I explained this to my boss, he accused me of lying to get out of work, and I was fired." (6 July 2021)",I wish I could have been there to see that!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022-09-15_18h35.14.187,study,2022.1.4,143.6554567245871,
4,0,4,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.4743468000087887,43.57593569997698,None,""Today, my sister called me at work and told me our elderly mom had passed away. I dropped everything and rushed home, to find out she was fine, and that my sister was just pranking me. When I explained this to my boss, he accused me of lying to get out of work, and I was fired." (6 July 2021)",The target just needs to move on – why do they need to tell the world about it?!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022-09-15_18h35.14.187,study,2022.1.4,143.6554567245871,
4,0,4,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.39225299993995577,44.069951799931005,None,""Today, my sister called me at work and told me our elderly mom had passed away. I dropped everything and rushed home, to find out she was fine, and that my sister was just pranking me. When I explained this to my boss, he accused me of lying to get out of work, and I was fired." (6 July 2021)",I think that the prank went WAY too far.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022-09-15_18h35.14.187,study,2022.1.4,143.6554567245871,
4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022-09-15_18h35.14.187,study,2022.1.4,143.6554567245871,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,About Respect,heading,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022-09-15_18h35.14.187,study,2022.1.4,143.6554567245871,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,The following questions ask you about what you think other people are like and what you think about how they act.,description,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022-09-15_18h35.14.187,study,2022.1.4,143.6554567245871,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,I feel disrespected when people don’t include me in the group.,choice,None,None,None,9.0,17.849895399995148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022-09-15_18h35.14.187,study,2022.1.4,143.6554567245871,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,It is important that people show that they respect you.,choice,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022-09-15_18h35.14.187,study,2022.1.4,143.6554567245871,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,I feel disrespected when a group is making a decision and I don’t get to say what I think.,choice,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022-09-15_18h35.14.187,study,2022.1.4,143.6554567245871,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,People want to make you feel like they are better than you.,choice,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022-09-15_18h35.14.187,study,2022.1.4,143.6554567245871,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,I feel disrespected when people tease me.,choice,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022-09-15_18h35.14.187,study,2022.1.4,143.6554567245871,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,It is important to let people know that they should respect you.,choice,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022-09-15_18h35.14.187,study,2022.1.4,143.6554567245871,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,I feel disrespected when people don’t listen to what I have to say.,choice,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022-09-15_18h35.14.187,study,2022.1.4,143.6554567245871,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,"If you are not careful, people will make you feel like you are no good.",choice,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022-09-15_18h35.14.187,study,2022.1.4,143.6554567245871,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,I feel disrespected when I am treated unfairly.,choice,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022-09-15_18h35.14.187,study,2022.1.4,143.6554567245871,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,I feel disrespected when someone gossips about me.,choice,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022-09-15_18h35.14.187,study,2022.1.4,143.6554567245871,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,People are always trying to make themselves look like they are better than you.,choice,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022-09-15_18h35.14.187,study,2022.1.4,143.6554567245871,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,It is more important to be respected than liked.,choice,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022-09-15_18h35.14.187,study,2022.1.4,143.6554567245871,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,[24.253287100000307],[24.25329000002239],1,[6.602698000031523],[6.602700300049037],0,About Anger,heading,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022-09-15_18h35.14.187,study,2022.1.4,143.6554567245871,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Please rate how often you do what is described in each item.,description,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022-09-15_18h35.14.187,study,2022.1.4,143.6554567245871,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"When something makes me angry, I turn this matter over and over again in my mind.",rating,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022-09-15_18h35.14.187,study,2022.1.4,143.6554567245871,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,I have long living fantasies of revenge after the conflict is over.,rating,None,None,None,4,3.3523342000553384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022-09-15_18h35.14.187,study,2022.1.4,143.6554567245871,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,I ponder about the injustices that have been done to me.,rating,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022-09-15_18h35.14.187,study,2022.1.4,143.6554567245871,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,I think about the reasons people treat me badly.,rating,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022-09-15_18h35.14.187,study,2022.1.4,143.6554567245871,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,"When someone makes me angry, I can't stop thinking about how to get back at this person.",rating,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022-09-15_18h35.14.187,study,2022.1.4,143.6554567245871,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,I keep thinking about events that angered me for a long time.,rating,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022-09-15_18h35.14.187,study,2022.1.4,143.6554567245871,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,"Whenever I experience anger, I keep thinking about it for a while.",rating,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022-09-15_18h35.14.187,study,2022.1.4,143.6554567245871,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,I re-enact the anger episode in my mind after it has happened.,rating,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022-09-15_18h35.14.187,study,2022.1.4,143.6554567245871,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,I think about certain events from a long time ago and they still make me angry.,rating,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022-09-15_18h35.14.187,study,2022.1.4,143.6554567245871,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,I have had times when I could not stop being preoccupied with a particular conflict.,rating,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022-09-15_18h35.14.187,study,2022.1.4,143.6554567245871,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Background Information,heading,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022-09-15_18h35.14.187,study,2022.1.4,143.6554567245871,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Please complete the following information so that we can summarize the background characteristics of this study’s participants as part of any subsequent research reports. Your identity is confidential. Remember that you may decline to answer any question by leaving it blank if you choose,description,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022-09-15_18h35.14.187,study,2022.1.4,143.6554567245871,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Your gender?,choice,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022-09-15_18h35.14.187,study,2022.1.4,143.6554567245871,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Gender (if other),free text,None,None,None,,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022-09-15_18h35.14.187,study,2022.1.4,143.6554567245871,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Your Age,choice,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022-09-15_18h35.14.187,study,2022.1.4,143.6554567245871,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,Your Ethnicity (ie. the ethnic group or nationality with which you most strongly identify)?,free text,None,None,None,,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022-09-15_18h35.14.187,study,2022.1.4,143.6554567245871,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Were you born in Canada,choice,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022-09-15_18h35.14.187,study,2022.1.4,143.6554567245871,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,"If you are now living in Canada, but were not born here, how long have you lived here?",free text,None,None,None,,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022-09-15_18h35.14.187,study,2022.1.4,143.6554567245871,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,"Finally, we would like you to write a couple of sentences about something you've done or accomplished recently that you feel really good about:",free text,None,None,None,,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022-09-15_18h35.14.187,study,2022.1.4,143.6554567245871,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,[4.665839100023732],[4.665841400041245],1,[1.6601671000244096],[1.660169400041923],0,Feedback Letter,heading,None,None,None,,,,,,,,,,,,,,001,2022-09-15_18h35.14.187,study,2022.1.4,143.6554567245871,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Project Title: It's All Fun and Pranks,description,None,None,None,,,,,,,,,,,,,,001,2022-09-15_18h35.14.187,study,2022.1.4,143.6554567245871,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Faculty Investigator: Dr. Chris Burris, Psychology (St. Jerome's). 519-884-8111x28213 (cburris@uwaterloo.ca)",description,None,None,None,,,,,,,,,,,,,,001,2022-09-15_18h35.14.187,study,2022.1.4,143.6554567245871,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"Student Investigator: Maya Karmakar-Johnson, Psychology (mkarmaka@uwaterloo.ca)",description,None,None,None,,,,,,,,,,,,,,001,2022-09-15_18h35.14.187,study,2022.1.4,143.6554567245871,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"We appreciate your participation, and we thank you for spending time helping us with our research. At the beginning of the study, you were informed that its focus was on how people react to pranking behaviour and factors that affect those reactions. We would now like to explain the purpose of the study in greater detail.",description,None,None,None,,,,,,,,,,,,,,001,2022-09-15_18h35.14.187,study,2022.1.4,143.6554567245871,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"Although many people view pranks as “harmless fun,” Burris and Leitch (2018) showed that pranking can sometimes serve as an outlet for sadistic motivation – understood as wanting someone else to feel bad, however briefly, because the thought of that makes oneself feel good. By their very nature, pranks involve a gotcha whereby the person being pranked is subject to some degree of physical or psychological discomfort – if that doesn’t happen, then the prank is declared to have “failed.”",description,None,None,None,,,,,,,,,,,,,,001,2022-09-15_18h35.14.187,study,2022.1.4,143.6554567245871,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,"Importantly, Burris and Leitch (2018) showed that positive reactions to pranks – whether performed by the self or by someone else – were predicted by a joint tendency to feel disrespected and to have difficulty letting go of anger related to past insults. Having identified this combo as the “engine” driving sadistic motivation, Burris and Leitch argued that sadistic motivation’s ultimate goal is to boost back up a self that feels deflated or “squashed,” and that seeing another come to harm is a means to this end.",description,None,None,None,,,,,,,,,,,,,,001,2022-09-15_18h35.14.187,study,2022.1.4,143.6554567245871,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,"This analysis of pranking raises a paradox: Most pranksters look happy, even giddy – they don’t look angry or hostile. Dijksterhuis and Aarts (2010) reviewed research suggesting that goals can drive behavior even when the goals are outside of awareness – that is, unconscious. With that in mind, the present study was set up to see whether the presumed ultimate goal driving sadistic motivation – that is, boosting the self – was operating nonconsciously.",description,None,None,None,,,,,,,,,,,,,,001,2022-09-15_18h35.14.187,study,2022.1.4,143.6554567245871,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,"To do that, we attempted to create either a “mini-boost” or a “mini-squash” to the self outside of your conscious awareness. Thus, as you read each prank story and reacted to it, you were randomly assigned to any of three possible subliminal primes: (1) “you are awesome” (boost); (2) “you are nothing” (squash); or (3) “people are walking” (neutral). These primes appeared before the general story instructions, before each story, and before each reaction item. After that, we had you complete short versions of the disrespect sensitivity and anger rumination measures used by Burris and Leitch (2018) to identify people who are more or less likely to respond to “squashed” feelings by reacting positively to others’ discomfort. To ensure that any possible negative effect of the “squash” prime would be neutralized quickly, we asked everyone to reflect on a recent positive personal experience at the end of the study.",description,None,None,None,,,,,,,,,,,,,,001,2022-09-15_18h35.14.187,study,2022.1.4,143.6554567245871,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"We expected the most positive reactions to the prank stories to emerge among people who received the “squash” primes, and who already struggle more with feeling angry and disrespected.",description,None,None,None,,,,,,,,,,,,,,001,2022-09-15_18h35.14.187,study,2022.1.4,143.6554567245871,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"So, to be clear, we are indeed interested in how people react to pranking behaviour and factors that affect those reactions, but this study explored a very specific aspect of that – that is, nonconscious motivation, which we investigated by means of subliminal primes.",description,None,None,None,,,,,,,,,,,,,,001,2022-09-15_18h35.14.187,study,2022.1.4,143.6554567245871,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,"We apologize that we did not alert to you our use of subliminal primes at the outset – but we hope you understand that, had we done so, you would have probably been on the lookout for (or trying to guess) the primes we were using, which would compromise their effectiveness. Although not all psychology research involves withholding information at the outset like this, there is sometimes no practical alternative that allows for a valid test of hypotheses such as ours concerning nonconscious nature of sadistic motivation. We hope this makes sense to you.",description,None,None,None,,,,,,,,,,,,,,001,2022-09-15_18h35.14.187,study,2022.1.4,143.6554567245871,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,"So, to summarize:",description,None,None,None,,,,,,,,,,,,,,001,2022-09-15_18h35.14.187,study,2022.1.4,143.6554567245871,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,1) Pranking is sometimes used as an outlet for sadistic motivation.,description,None,None,None,,,,,,,,,,,,,,001,2022-09-15_18h35.14.187,study,2022.1.4,143.6554567245871,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,"2) The ultimate goal of sadistic motivation may be to boost the self, even if at others’ expense. ",description,None,None,None,,,,,,,,,,,,,,001,2022-09-15_18h35.14.187,study,2022.1.4,143.6554567245871,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3) The present study used subliminal priming to test whether this hypothesized of boosting the self is operating outside of conscious awareness. ,description,None,None,None,,,,,,,,,,,,,,001,2022-09-15_18h35.14.187,study,2022.1.4,143.6554567245871,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,"4) To test our hypothesis, we had to withhold information concerning our use of subliminal primes initially.",description,None,None,None,,,,,,,,,,,,,,001,2022-09-15_18h35.14.187,study,2022.1.4,143.6554567245871,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,"Given (4) just above, it is very important that you not discuss your experiences with any other students who potentially could be in this study until after the end of the term. If people come into the study knowing about our specific predictions, it could influence their results, and the data we collect would not be useable. Also, if you print off a copy of this post-study information page, please do not make it available to other students.",description,None,None,None,,,,,,,,,,,,,,001,2022-09-15_18h35.14.187,study,2022.1.4,143.6554567245871,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,"Because some elements of the study are different from what was originally explained, there is another consent form for you to read and sign electronically if you are willing to allow us to use the information you have provided. This consent is also a record that the full purpose of the study was explained to you.",description,None,None,None,,,,,,,,,,,,,,001,2022-09-15_18h35.14.187,study,2022.1.4,143.6554567245871,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,"We would like to remind you that your confidentiality is guaranteed. Your questionnaire responses will be identified by code number only and you will not be identified by name in any report, publication, or presentation resulting from this study. The data file will be stored for at least 5 years in electronic form on the password-protected computer of the Faculty Investigator.",description,None,None,None,,,,,,,,,,,,,,001,2022-09-15_18h35.14.187,study,2022.1.4,143.6554567245871,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,"This study has been reviewed and received ethics clearance through a University of Waterloo Research Ethics Board (#44380). If you have questions for the Board, contact the Office of Research Ethics, at 1-519-888-4567 ext. 36005 or reb@uwaterloo.ca.",description,None,None,None,,,,,,,,,,,,,,001,2022-09-15_18h35.14.187,study,2022.1.4,143.6554567245871,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,"If your participation in this study has raised personal issues that concern you, we encourage you to contact UW Counselling Services at 888-4567, ext. 32655.",description,None,None,None,,,,,,,,,,,,,,001,2022-09-15_18h35.14.187,study,2022.1.4,143.6554567245871,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,"If you’d like to learn more about the ideas behind this research, we encourage you to read:",description,None,None,None,,,,,,,,,,,,,,001,2022-09-15_18h35.14.187,study,2022.1.4,143.6554567245871,
